brand_alcatel,brand_apple,brand_asus,brand_blu,brand_htc,brand_huawei,brand_infinix,brand_lenovo,brand_lg,brand_nokia,brand_samsung,brand_sony,brand_xiaomi,brand_zte,Status_Available,Status_Coming,Status_Discontinued,SIM_Micro-SIM,SIM_Mini-SIM,SIM_Nano-SIM,SIM_eSIM,2G,3G,4G,5G,Announced,Weight,Length,Width,Diameter,Display Size,ppi,body ratio,battery_capacity,Price,CPU,ratio,pixel,Loudspeaker,3.5mm jack,RAM,Storage,Color_count,Sensors_count,Bluetooth_version,OS
6.938893903907228e-18,0.0,0.020408163265306128,0.010204081632653066,0.010204081632653059,0.06122448979591838,0.0663265306122449,0.005102040816326578,0.005102040816326592,0.035714285714285726,0.14795918367346944,6.938893903907228e-18,0.520408163265306,0.11734693877551022,1.0000000000000002,2.168404344971009e-19,4.440892098500626e-16,2.7755575615628914e-17,2.7755575615628914e-17,0.9693877551020407,0.030612244897959166,1,1,0,0,2021,196.37244897959184,163.1515306122449,75.66173469387755,8.524489795918367,6.618214285714285,398.0867346938776,85.69438775510204,4775.637755102041,299.79341836734693,7.999999999999999,2.2222222222222223,2592000.0,0,0,6.397959183673468,125.38775510204081,3,5,4.832142857142857,0.0
0.16129032258064518,0.0,0.0967741935483871,0.03225806451612902,0.032258064516129045,0.16129032258064516,0.0,0.22580645161290322,0.0,0.0,0.25806451612903225,1.3877787807814457e-17,0.0,0.032258064516129045,0.09677419354838707,0.0,0.9032258064516129,0.4838709677419355,0.4193548387096774,0.09677419354838707,3.469446951953614e-18,1,0,0,0,2014,312.18064516129033,191.60967741935485,113.41612903225807,9.845161290322581,7.0,170.00000000000003,63.84516129032258,3661.6129032258063,152.25806451612902,3.0322580645161286,1.7777777777777777,614400.0000000001,0,1,1.0362903225806452,9.677419354838705,2,1,3.564516129032258,0.0
0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.19999999999999998,0.0,0.0,0.5,0.0,0.20000000000000004,0.0,0.09999999999999999,0.0,1.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.8,0.20000000000000004,1,1,1,0,2019,186.7,158.45,74.6,8.45,6.418,536.9000000000001,85.5,3910.0,686.392,6.4,0.5555555555555556,4492800.000000001,0,0,7.0,147.2,3,6,4.98,0.0
0.09859154929577468,0.0,0.05633802816901409,0.28169014084507044,0.05633802816901411,0.08450704225352113,0.01408450704225352,0.07042253521126761,0.02816901408450702,0.11267605633802819,2.7755575615628914e-17,0.01408450704225353,0.0704225352112676,0.11267605633802816,0.9999999999999999,-2.168404344971009e-19,0.0,0.04225352112676056,2.7755575615628914e-17,0.9577464788732395,-3.469446951953614e-18,1,1,0,0,2018,160.65492957746477,152.25774647887323,72.8774647887324,8.761971830985916,5.6678873239436625,283.0422535211268,75.00140845070422,3077.042253521127,117.88732394366194,5.802816901408451,1.9887323943661972,1036800.0,0,1,2.056338028169014,23.88732394366197,2,3,4.223943661971831,0.0
0.041420118343195256,0.0,0.09467455621301774,0.035502958579881644,0.11834319526627218,0.05917159763313611,-3.469446951953614e-18,0.07692307692307696,0.07100591715976334,0.0059171597633136085,0.19526627218934917,0.15384615384615385,0.04142011834319527,0.10650887573964499,0.1301775147928994,0.0,0.8698224852071008,0.4556213017751479,0.00591715976331364,0.5384615384615384,0.0,1,0,0,0,2014,153.69171597633135,147.8869822485207,73.48343195266273,8.149112426035503,5.28508875739645,418.5976331360947,70.8094674556213,2825.7692307692305,274.26035502958575,6.153846153846153,1.7777777777777777,2073600.0,0,0,2.594674556213018,26.082840236686383,2,4,4.070414201183432,0.0
0.0,0.0,0.0,-6.938893903907228e-18,1.3877787807814457e-17,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.9999999999999999,1.3877787807814457e-17,1.3877787807814457e-17,0.9999999999999999,0.0,0.0,0.0,2.7755575615628914e-17,0.8333333333333333,0.16666666666666666,1,1,1,0,2020,194.41666666666666,166.38333333333333,72.21666666666667,8.549999999999999,6.5,643.0,82.15,4221.666666666666,918.7616666666667,8.0,2.333333333333333,6312960.0,0,0,10.333333333333332,309.3333333333333,2,6,5.133333333333333,0.0
0.01923076923076922,0.0,0.019230769230769232,-1.3877787807814457e-17,0.15384615384615385,0.07692307692307691,-3.469446951953614e-18,0.0576923076923077,0.17307692307692307,0.019230769230769235,0.4038461538461539,1.3877787807814457e-17,0.019230769230769232,0.05769230769230771,0.11538461538461525,-2.168404344971009e-19,0.8846153846153846,0.17307692307692307,2.7755575615628914e-17,0.826923076923077,0.0,1,1,1,0,2015,178.08461538461538,154.65192307692308,77.75384615384615,8.273076923076923,5.6134615384615385,533.5000000000001,72.52115384615385,3240.9615384615386,360.7692307692308,6.461538461538462,1.7777777777777777,3686400.0,0,0,3.5576923076923075,44.0,3,6,4.092307692307692,0.0
0.049504950495049514,0.0,0.009900990099009896,0.07920792079207922,0.12871287128712872,0.06930693069306929,-6.938893903907228e-18,0.05940594059405942,0.15841584158415842,0.019801980198019802,0.37128712871287134,0.004950495049504955,0.0,0.04950495049504951,0.034653465346534795,2.168404344971009e-19,0.9653465346534656,0.301980198019802,0.6881188118811881,0.009900990099009688,-3.469446951953614e-18,1,0,0,0,2012,137.90396039603962,125.9589108910891,65.93811881188118,10.866336633663366,4.168019801980198,226.04455445544562,59.46534653465346,1697.079207920793,145.29702970297026,2.267326732673267,1.6666666666666667,383999.99999999977,0,1,0.7188950340346532,5.714356435643587,2,2,3.1836633663366336,0.0
0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,1.3877787807814457e-17,0.0,0.33333333333333337,0.0,0.6666666666666666,0.0,2.7755575615628914e-17,1.0,0.0,1,1,1,0,2015,185.0,154.93333333333334,76.2,7.833333333333334,5.486666666666666,804.6666666666666,70.03333333333333,3363.3333333333335,243.33333333333334,8.0,1.7777777777777777,8294399.999999999,0,1,3.3333333333333335,42.666666666666664,3,6,4.3999999999999995,0.0
0.0,0.0,0.0,6.938893903907228e-18,0.2857142857142857,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714288,1.3877787807814457e-17,0.0,0.8571428571428572,2.168404344971009e-19,0.1428571428571429,0.0,2.7755575615628914e-17,1.0,0.0,1,1,1,0,2017,175.71428571428572,154.04285714285714,73.85714285714286,8.3,5.957142857142857,541.1428571428571,80.47142857142858,3518.5714285714284,542.8571428571428,7.428571428571429,2.0,4147200.0,0,0,4.857142857142857,86.85714285714285,3,6,4.771428571428571,0.0
0.024999999999999998,0.0,0.1,-6.938893903907228e-18,0.05000000000000002,0.09999999999999999,0.05000000000000002,0.05,0.125,0.05,0.025000000000000022,0.07500000000000001,0.2,0.15000000000000002,1.0,0.0,0.0,-5.551115123125783e-17,2.7755575615628914e-17,1.0,0.0,1,1,1,0,2017,174.625,156.1975,74.865,8.3625,5.94925,407.2,78.0025,3675.25,287.5,7.8999999999999995,2.0,2332800.0,0,0,4.0,56.0,2,4,4.5725,0.0
0.1506849315068493,0.0,0.0,0.027397260273972594,0.12328767123287673,0.1780821917808219,0.0,0.013698630136986308,0.13698630136986303,0.0,0.26027397260273977,0.08219178082191783,1.3877787807814457e-17,0.027397260273972608,-1.1102230246251565e-16,0.0,1.0,0.02739726027397263,0.9726027397260275,0.0,0.0,1,0,0,0,2011,118.77260273972603,113.4054794520548,60.82191780821918,11.945205479452055,3.4252054794520554,169.20547945205485,50.82465753424658,1394.041095890411,103.01369863013696,2.0,1.5,153600.0,0,0,0.4303831335616439,1.9601776541095859,2,2,2.7465753424657535,0.0
0.026143790849673207,0.0,0.12418300653594772,0.026143790849673193,0.07843137254901962,0.0718954248366013,-6.938893903907228e-18,0.07189542483660132,0.16993464052287582,0.0196078431372549,0.18954248366013074,0.05882352941176471,0.058823529411764705,0.10457516339869283,0.31372549019607837,-2.168404344971009e-19,0.6862745098039216,0.4705882352941177,0.04575163398692808,0.4836601307189543,0.0,1,1,0,0,2015,160.7267973856209,150.21633986928106,75.72156862745098,8.706535947712418,5.356732026143791,275.562091503268,69.51503267973857,3122.679738562091,190.84967320261435,5.0588235294117645,1.7777777777777777,921599.9999999999,0,1,1.8562091503267972,16.575163398692816,2,3,4.0359477124183005,0.0
0.0,0.0,0.4,-6.938893903907228e-18,0.2,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.8,0.0,-2.7755575615628914e-17,1.0,0.0,1,0,1,0,2015,375.0,222.08,151.5,6.64,8.84,290.6,72.68,5810.0,274.0,6.4,1.3333333333333333,3145728.0,0,1,2.8,25.599999999999998,2,4,4.14,0.0
0.04504504504504505,0.0,0.0,0.1351351351351351,0.027027027027027035,0.03603603603603603,0.06306306306306307,0.03603603603603604,0.07207207207207209,0.15315315315315317,0.20720720720720726,6.938893903907228e-18,0.15315315315315314,0.07207207207207209,1.0,2.168404344971009e-19,1.1102230246251565e-16,2.7755575615628914e-17,0.0,1.0,-3.469446951953614e-18,1,1,0,0,2021,194.43693693693695,165.05045045045046,76.24054054054054,8.892792792792793,6.533333333333333,268.7837837837838,81.82342342342342,4706.936936936937,129.1387387387387,7.495495495495495,2.2222222222222223,1152000.0,1,0,3.135135135135135,58.37837837837837,2,3,4.688288288288288,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.49999999999999994,1,1,1,1,2022,729.0,326.4,208.6,5.5,14.6,239.5,90.35,11200.0,1175.0,8.0,1.6,5470080.0,0,0,10.0,192.0,1,6,5.25,0.0
0.09615384615384615,0.0,0.028846153846153848,0.07692307692307691,0.2403846153846154,0.08653846153846154,-3.469446951953614e-18,0.0673076923076923,0.13461538461538464,0.0,0.15384615384615388,0.07692307692307693,0.0,0.03846153846153847,0.03846153846153849,-2.168404344971009e-19,0.9615384615384617,0.5384615384615385,0.42307692307692313,0.038461538461538436,3.469446951953614e-18,1,0,0,0,2013,144.18461538461537,135.76826923076922,68.82692307692308,9.652884615384616,4.688076923076923,236.60576923076923,64.76442307692308,2116.0096153846152,185.28846153846152,3.1923076923076916,1.7777777777777777,518399.99999999977,0,1,1.0120192307692306,7.307692307692307,2,2,3.502884615384615,0.0
-6.938893903907228e-18,0.0,-6.938893903907228e-18,0.013333333333333322,1.3877787807814457e-17,0.33333333333333337,0.013333333333333329,0.09333333333333335,0.026666666666666672,0.0,0.1466666666666667,6.938893903907228e-18,0.26666666666666666,0.10666666666666667,1.0,0.0,0.0,2.7755575615628914e-17,0.0,0.92,0.08000000000000002,1,1,1,0,2019,181.76133333333334,157.82133333333334,74.48266666666666,8.252,6.384666666666666,403.8266666666667,85.10933333333334,3858.5333333333333,384.2753333333333,7.893333333333333,0.5555555555555556,2527200.0,0,0,5.68,101.97333333333334,3,5,4.898666666666667,0.0
0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,1.0,0.0,1.3877787807814457e-17,0.0,1.0,0.0,0.0,0.0,2.7755575615628914e-17,0.6666666666666666,0.33333333333333326,1,1,1,1,2021,576.0,285.1333333333333,185.13333333333333,5.7,12.4,266.0,84.5,10089.999999999998,950.0,8.0,1.6,4905600.0,0,0,8.666666666666666,170.66666666666663,3,6,5.166666666666666,0.0
0.0,0.0,0.0,-6.938893903907228e-18,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,-5.551115123125783e-17,0.0,0.6,0.39999999999999997,1,1,1,0,2020,166.6,156.7,68.5,8.27,6.1,449.5,80.99,4224.0,466.168,8.0,2.333333333333333,2721600.0,0,0,6.2,108.8,3,5,5.1,0.0
-6.938893903907228e-18,0.0,0.0,-6.938893903907228e-18,0.0,-1.3877787807814457e-17,0.0,-1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,0.40909090909090917,6.938893903907228e-18,0.5909090909090909,1.3877787807814457e-17,1.0,0.0,1.1102230246251565e-16,-2.7755575615628914e-17,2.7755575615628914e-17,0.5909090909090909,0.40909090909090906,1,1,1,0,2021,205.18636363636364,162.20909090909092,76.88181818181818,8.295454545454545,6.721363636363637,521.0,89.1,4829.090909090909,557.1245454545455,8.0,2.181818181818182,4608218.181818183,0,0,8.90909090909091,157.09090909090912,3,6,5.177272727272728,0.0
0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,1.3877787807814457e-17,0.0,1.0,0.0,0.0,0.0,2.7755575615628914e-17,1.0,0.0,1,1,1,0,2021,201.0,166.5,77.3,9.3,6.55,280.0,91.9,5000.0,170.0,8.0,1.7777777777777777,1440000.0,1,1,4.666666666666666,106.66666666666667,2,3,5.0,0.0
0.0,0.0,0.0,6.938893903907228e-18,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,1.0,0.0,1.3877787807814457e-17,0.0,1.0,2.168404344971009e-19,0.0,0.0,2.7755575615628914e-17,1.0,0.0,1,1,1,0,2017,177.28571428571428,157.55714285714285,74.41428571428571,7.928571428571429,6.0,412.1428571428571,77.95714285714286,3400.0,341.42857142857144,8.0,0.5555555555555556,2397600.0,1,1,4.142857142857142,50.285714285714285,3,5,4.885714285714286,0.0
0.0,0.0,0.0,0.07407407407407406,0.07407407407407408,0.11111111111111112,0.0,1.3877787807814457e-17,0.2962962962962963,6.938893903907228e-18,0.3703703703703704,6.938893903907228e-18,1.3877787807814457e-17,0.07407407407407408,-5.551115123125783e-17,2.168404344971009e-19,1.0,0.11111111111111113,0.8888888888888888,0.0,0.0,1,0,0,0,2011,106.70740740740742,106.71111111111111,59.31111111111112,12.133333333333333,3.010370370370371,133.40740740740742,44.66666666666667,1307.7777777777778,95.92592592592592,2.0,1.3333333333333333,76800.0,0,1,0.3814380787037037,1.8828848379629548,2,2,2.814814814814815,0.0
0.0,0.0,0.0,-6.938893903907228e-18,1.3877787807814457e-17,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,1.3877787807814457e-17,1.0,1.3877787807814457e-17,0.9999999999999999,2.168404344971009e-19,0.0,0.0,2.7755575615628914e-17,0.5714285714285714,0.4285714285714285,1,1,1,1,2022,199.71428571428572,162.1,75.34285714285714,8.528571428571428,6.67,446.0,87.95714285714286,5071.428571428571,413.0014285714286,8.0,2.2222222222222223,3308640.0,0,0,9.142857142857142,219.42857142857144,3,6,5.342857142857143,0.0
